temperature,kinetic_energy,temperature_measured,n_nodes,n_edges,degree_mean,degree_std,degree_max,clustering_mean,clustering_std,avg_path_length,density
0.5,76.5772779902456,0.5105151866016374,100,106.0,2.12,1.3948476619330155,5.0,0.27399999999999997,0.3629073955953195,4.283400809716599,0.021414141414141413
1.0,137.50441531921982,0.9166961021281321,100,106.0,2.12,1.3948476619330155,5.0,0.27399999999999997,0.3629073955953195,4.283400809716599,0.021414141414141413
2.0,278.4669243773033,1.8564461625153554,100,106.0,2.12,1.3948476619330155,5.0,0.27399999999999997,0.3629073955953195,4.283400809716599,0.021414141414141413
5.0,680.8850361789341,4.539233574526228,100,106.0,2.12,1.3948476619330155,5.0,0.27399999999999997,0.3629073955953195,4.283400809716599,0.021414141414141413
10.0,1843.448283133905,12.289655220892701,100,106.0,2.12,1.3948476619330155,5.0,0.27399999999999997,0.3629073955953195,4.283400809716599,0.021414141414141413
