spatial,kinetic,categorical
11.56626870479988,2.042108677053383,100.0
11.41933110299634,3.270995005649087,100.0
3.2208072920260147,1.3122395526631596,100.0
5.6943197471713995,0.2600752679958335,100.0
2.2562162068978573,1.7044794473188092,100.0
5.8139965286682775,3.5375012508865034,5.0
7.979141394852861,1.861044056817875,100.0
3.6385600906140825,1.8354531689172464,100.0
6.114634478762217,2.009209218207367,5.0
4.620518797717383,1.3418235786119057,100.0
5.3651840863109515,3.2332119895919087,100.0
7.2368852195381885,0.6420724684778366,100.0
5.947399785090337,1.2973217853922039,4.0
9.556513485751378,1.4929166875699489,100.0
2.382905832368008,1.568060637490441,100.0
8.831501474177212,1.1583105790331558,100.0
9.722368793983458,2.951069654395476,100.0
1.863451748371635,2.1848965161734517,1.0
8.834258149931717,1.8208806340319652,100.0
10.40014928219219,3.5684547076707056,100.0
5.4602348431290455,1.661967221119877,4.0
8.057843772611383,2.01769143126575,100.0
4.765334386451483,1.6857244253302746,3.0
7.323699722445751,0.9910432394118908,6.0
5.205004937801683,0.7974654294594795,5.0
5.799778722582838,0.9173742553209078,100.0
8.704133316938472,2.1451905303863796,100.0
6.211597813169488,2.449558892865739,100.0
7.933168140384352,1.006789794879614,100.0
5.180243466883717,1.106253434451741,100.0
4.962636028415662,0.6249851531890601,100.0
7.421670161379438,0.9699719183223902,100.0
9.973350121797019,1.0303974768026198,100.0
8.323292733057327,1.0332078226818504,100.0
2.4185582323337287,2.5851554733160094,100.0
5.747968743599865,2.292512368433181,100.0
5.0386716140218955,3.191760161089545,100.0
5.230839819405611,2.1370282751986664,100.0
6.465897406745507,2.2877714622609946,100.0
4.57786781549099,1.2058169916235046,3.0
0.925202281141799,2.9860314137578143,1.0
10.97161010935711,2.958111622078691,100.0
6.073734691172356,2.429276523952148,100.0
3.7593019366499374,1.6938557449137868,100.0
9.46799337963432,2.058699225100204,100.0
4.010838235372226,2.5979087711829028,100.0
8.157566935822947,2.0100042374624945,100.0
10.912646450106251,2.1336204042075004,100.0
7.6882500580652255,1.4023022390820248,100.0
4.506628414252344,2.267187355921149,100.0
7.141262704957745,2.1844684302241104,100.0
4.729272441983019,3.3195004646137427,100.0
7.960528905785408,2.1049858163130186,100.0
7.295759526960599,2.8628919505781587,100.0
10.440907005301808,3.3699894201265006,100.0
6.342248988957333,0.7739234175822607,100.0
7.478686736379716,2.263450125959847,100.0
1.9933478525887134,2.0907417803035955,1.0
6.636298653249232,2.6132457689643225,100.0
7.975921831521901,1.4395480001017031,100.0
9.517221790692766,1.9232808948956273,100.0
7.026155661553671,2.2274157329103996,100.0
3.107073223791923,1.3445369017829947,2.0
6.979786994804876,2.125859196223728,100.0
8.774857623757212,1.9516849460343377,100.0
7.390711108284213,2.4320773856183413,100.0
4.011666652433201,2.1130398327820505,100.0
11.02360490492237,3.124676193796896,100.0
9.656866130783655,1.8081237051105181,100.0
9.269649642506748,3.180202640864306,100.0
7.858398238987938,1.916065233228003,100.0
5.633921907035372,3.886854225887319,100.0
7.529606461401273,2.5572933866456435,100.0
2.835935652784596,2.435477481177227,3.0
9.38858698077518,2.766671727233507,100.0
7.118391728631574,0.5567452760273996,100.0
11.709289674084307,1.3076362554519967,100.0
5.076930407130863,1.4518991496263018,100.0
5.6426914400945325,1.906143661733016,100.0
1.8757437112425464,2.9898469939181616,1.0
3.208729033118484,1.4680819221156822,100.0
8.412022879664322,1.474678309574899,100.0
6.154811149927644,1.2389052744009685,100.0
5.371237331379862,1.5303779665234145,100.0
3.869725692176836,1.382340817549354,3.0
2.8996280642544874,2.6247099123161757,100.0
8.788541305330726,1.9562177874974718,100.0
6.859778901062797,2.4136685330609313,100.0
5.372750396786381,1.6555585416198935,100.0
8.09174207911161,2.9552808319843082,100.0
8.118263960998096,1.3760645035413537,100.0
5.848561910392885,1.4077779310431835,100.0
5.888423841895992,1.226147470342027,100.0
8.250321143440889,3.2346657979103868,100.0
5.934380880233743,1.7036803201413202,100.0
9.676288161127772,1.3663608699480445,100.0
8.41795820089192,1.8226419185771594,100.0
9.03413327526185,2.0783962498666417,100.0
1.568110833473395,3.077412683420242,1.0
1.6436500423057192,4.275788722405298,1.0
7.31873736462548,2.048016877972979,100.0
6.753400259106621,1.3238555517620874,100.0
8.167051480839971,2.3095610860536824,100.0
6.959759182807356,3.352682500232388,100.0
5.583463050649843,1.630081117407235,100.0
9.216744024865298,0.9945659604277601,100.0
8.484706496821104,2.46806040390072,100.0
5.4736856194872425,1.3998751206919033,100.0
7.06512883117317,2.0848945625118955,100.0
7.549040341228824,1.7748068168428035,100.0
11.52983544872226,2.433585748921575,100.0
8.175905210236753,1.1728236564044647,100.0
11.569145999797977,2.8576175611980887,100.0
3.692500930119854,1.9055993318307356,100.0
2.9969539529851055,1.9013413756257658,100.0
9.497381290834754,2.5507912935937282,100.0
4.636516679596423,1.6316586890583955,100.0
5.336019046400746,3.4887980086648622,100.0
8.439895251622227,2.768428449794794,100.0
2.666717858454872,2.982741541683064,100.0
9.888716794208293,1.844786543581151,100.0
5.870282340574522,1.8253341587891982,100.0
7.628384981537419,1.4068683008052005,100.0
7.8148742566812945,2.136807275443096,100.0
4.815977475208799,2.5719254256859725,100.0
7.496580790477799,3.5720663637463854,100.0
5.497542472165088,1.3016540389580693,100.0
8.950400884867118,2.3162568108241284,100.0
8.564577812180225,1.6897946582534127,100.0
6.078855446127262,1.8221781053983668,100.0
11.285036689389546,1.6092422677962273,100.0
10.967857197900235,3.2481702596446884,100.0
5.807802263219204,2.89302436102847,7.0
6.858948261966738,3.831750070385931,6.0
6.254988716844816,2.158796628991191,8.0
5.710597543314496,2.324894538521671,100.0
7.685517514701176,1.8307590506521392,100.0
10.359552976524876,2.4781464937412117,100.0
9.199921250892803,2.742436824672034,100.0
8.113471325743648,3.1705431057905686,8.0
8.431730202788145,1.5239469700097212,7.0
3.458556881925772,2.2433246698419382,100.0
8.242246275226146,3.0206497541211723,100.0
9.158193726984912,2.9257019391948247,100.0
7.783333100608104,2.6671161143398416,100.0
7.465157897081754,0.6812437992510544,100.0
8.769437947040522,2.417535211212967,100.0
7.1758168628695795,2.3560425043100626,6.0
6.596394031606436,3.322381584897673,6.0
5.3686677528134075,1.8636051213951472,100.0
10.165746110917341,3.0236771283328174,100.0
1.2851511239173374,2.804916529243921,1.0
8.584571584685209,1.0322331551804305,100.0
8.49604654327437,3.1408533766150364,7.0
9.460218171885373,1.4144477645832219,100.0
6.108526602469019,3.0380705434175908,5.0
5.940098687789046,2.052352468434972,100.0
2.2949091304578237,1.5137051799693382,2.0
5.2324562920185835,2.4431185923435588,100.0
8.600729167145618,1.458759828407062,100.0
8.369761472237194,2.8384668849735553,9.0
5.361619968878827,2.5005560754377316,5.0
5.178404333032339,1.745684120588677,4.0
8.654024632013185,2.1344825801542027,100.0
2.398407474252889,3.4175023771974806,100.0
6.099594728203531,1.8826957398034208,100.0
1.4498516130876122,3.0304548235528332,1.0
8.016123048154109,2.634075130150124,100.0
6.635742399043105,3.9993221671020724,8.0
9.646525498891517,2.950653662805185,100.0
7.41580089044803,3.162381150884105,100.0
6.324692091278334,2.695627521857595,10.0
4.487197014962915,1.5579541454974066,5.0
4.848422268471032,2.250601313370746,100.0
5.135843267697059,2.4783290838924303,100.0
8.597736035098315,1.5263874452417319,8.0
9.825390009118971,3.0092871544325837,100.0
11.504747451420629,1.40963039105662,100.0
5.738269332718233,1.4488903261190924,100.0
7.211849393814531,0.8302751911761127,100.0
8.357310255678833,2.3377788722540003,100.0
8.374041830714656,2.1799300940776027,100.0
10.360580758953072,2.638705847194477,100.0
2.862253096983796,2.41237706108206,3.0
5.171424419372122,2.6658005447916233,10.0
9.11779858077544,1.3902937987731736,9.0
5.726336233720501,3.3548225184938243,100.0
8.668007764725674,1.9774359152640995,7.0
10.220541872463846,1.8934968131546728,100.0
8.234708370948315,1.4393032999025015,100.0
8.479911714833134,3.578382462926965,8.0
9.124361843723065,2.5158345536965867,100.0
4.382114698529814,2.1308518797918814,100.0
8.34486445056009,2.5782674080213392,100.0
7.652032938349396,1.8593496364365343,9.0
11.334634946042776,3.55250930808416,100.0
11.41016938011616,4.458732696947016,100.0
5.231603828277355,1.7828400337749746,100.0
4.286387168062859,1.882066535497501,100.0
2.968776050229125,2.5575105323137075,100.0
8.188266432083118,2.5670496398734137,100.0
6.02135157636256,2.5421422679012253,9.0
2.987404142475566,1.0510834690835564,2.0
8.878373046182476,2.3109708309352612,100.0
5.4138675264875875,1.5528538170308144,100.0
3.7694655354870212,1.6603768868360316,100.0
4.791973675688224,2.3937187563831244,11.0
9.40598082721411,2.711627105917724,100.0
9.634192969473743,2.0974282712635626,8.0
5.277122516487976,3.351573034946232,100.0
10.027176150791828,2.7235266603255486,100.0
10.568401230186335,1.211325483525027,100.0
5.124696279198763,2.1363582684779603,100.0
9.239450623461508,1.2241062227704869,8.0
11.843275400648256,4.36612915472738,100.0
8.34361562410913,3.4401232816942597,100.0
8.755296398888838,3.2976471491849293,100.0
7.989332063462751,2.7457333712111955,100.0
9.311929365509922,2.5275161180005403,100.0
7.777094472321513,2.0164604292679815,100.0
7.835907999698243,2.3595554629451767,100.0
8.35231198052473,3.285440825091067,7.0
4.054279963213189,3.799206781932917,4.0
6.735041232824578,1.9199364047215464,100.0
2.457098728629925,2.8062318934362653,100.0
3.8931684321441966,2.345364831178346,3.0
5.916799571393353,1.6816227229320297,100.0
8.205580609378412,1.943711670474408,100.0
7.442444945748366,1.4597628329513928,100.0
5.269722365084992,2.595149695281368,100.0
8.725232799006275,1.3386413402568313,100.0
11.14167412134755,1.407443728735639,100.0
11.033314074892468,0.2774185792711296,100.0
9.226896473549017,2.6222715031034216,100.0
9.88530232697727,2.187410341782968,100.0
5.003326494255987,1.7589643312534096,100.0
5.54477591233701,1.4035410135707107,100.0
13.226516604209392,1.2187420354582612,100.0
5.377612748819791,1.9780673320626243,100.0
2.302661879114764,1.5337542448647727,100.0
9.244123646947287,1.4376745636000636,100.0
12.654476454529744,1.524220530381468,100.0
8.236054293943395,1.8531885023965122,100.0
4.299137515272432,1.237524098633214,100.0
6.113255688550673,2.823280939903374,100.0
13.169067716847827,1.7928119408093983,100.0
11.124167674483534,2.471028074593591,100.0
10.929790082062915,3.0145224206700685,100.0
11.689918577069596,0.6394059925080717,100.0
3.7777203458007063,1.6083536300644061,100.0
9.617454131611398,1.950856870120105,100.0
5.551639154180753,1.9324443348584324,100.0
10.018568467179888,1.0042664390095288,100.0
9.326404515791882,1.518257851248145,100.0
9.007262864855306,1.325875938851159,100.0
10.450010359898435,0.8984914936332693,100.0
6.867000059630758,1.2297174262866497,100.0
6.301031532035017,0.9956018450957106,100.0
6.390398121065906,2.4392243897308057,100.0
8.339663382000488,1.5309666995289863,100.0
10.731770131458605,3.0293445567530077,100.0
8.701727192671601,1.145013928277902,100.0
11.034912234301684,2.644058811558993,100.0
10.960693439529967,1.9370104530046985,100.0
8.338207730299734,3.4553049717260587,100.0
12.826614164206049,1.6372613069015645,100.0
8.69262006489478,1.6005507476533807,100.0
6.687489668574106,1.9129595742622858,100.0
6.8378705645416735,1.0666482443710539,100.0
10.11668673677327,1.069066908067117,100.0
9.396875044529759,1.5219873564717739,100.0
5.560935702599756,1.4917480537891417,100.0
7.217936262232941,2.2413159589975984,100.0
8.767429372963113,0.8871912749820486,100.0
12.283807316866293,0.8546228010598597,100.0
10.424237401697816,1.7764550367324536,100.0
4.8469489517112185,1.3579135470873096,100.0
10.221101014652254,1.5967095596441185,100.0
8.485321602526318,2.6927327398670275,100.0
9.252045617065233,0.9406064898664799,100.0
11.28005459310541,1.6264895056908664,100.0
3.2470095028968218,1.4019704827473842,100.0
12.78847714748589,3.3195378441307035,100.0
3.8126952357030905,0.7267460708654482,100.0
4.254922507002327,1.2053847261170332,100.0
7.011108863587091,0.5500681212360983,100.0
4.773936397133015,2.4456562038312004,100.0
9.001019191616479,1.0621314643677304,100.0
7.947521272117488,0.7649961804710776,100.0
8.462109525315427,1.1724198847121838,100.0
6.43643541090962,2.1681501816049114,100.0
8.744404929340572,2.207768862431809,100.0
8.104771691441485,4.428016481949438,100.0
7.596961350220793,2.138501319873201,100.0
11.176585637025498,1.2384182538794448,100.0
8.808840461067799,1.3349048688856417,100.0
7.661672797076566,3.1455112132499177,100.0
9.972950682219764,1.1582635715605303,100.0
12.063169571383789,0.9754844447855133,100.0
6.6127322176244645,1.7200983105832601,100.0
7.613135196983175,0.6324242092499158,100.0
11.092893335269773,2.490049620453259,100.0
12.192368090360462,1.379751929629061,100.0
9.634129102558141,1.687101320857625,100.0
3.4050245099465535,0.815270672066294,100.0
9.866236135695498,2.459586460015509,100.0
6.618259791969065,1.6028743649809716,100.0
8.654194347214304,2.417218963030914,100.0
9.675547700309297,2.0265435804099807,100.0
3.8841904768067015,1.324850156734987,100.0
5.456356387622215,2.896731628369058,100.0
7.885423418589094,2.376900074508641,100.0
7.565018183566161,2.061037132350595,100.0
8.026149879130905,2.0991969357837523,100.0
7.087522440488997,1.1885557437687027,100.0
6.89965238710565,0.650769433850635,100.0
10.783800845398211,1.5703097388851623,100.0
5.189512178584898,2.9055229812874748,100.0
9.12333134330923,2.7260590109393683,100.0
11.77014322217027,0.4001877518673688,100.0
12.103133861634731,1.6787933404104907,100.0
7.932232117992562,1.3968601619299221,100.0
11.779366285769969,1.6982485459722232,100.0
7.397963709285386,2.369772338893344,100.0
5.929131475647785,3.4282883970920945,100.0
7.215267108136478,2.057300002757204,100.0
6.856507962188755,2.246135485254892,100.0
5.138483083385861,1.9480873626411608,100.0
2.5683366118142965,4.221394078461589,100.0
9.867127867749058,3.0705016687874647,100.0
7.376758745570514,0.40080375673683677,100.0
5.101325786294331,3.2603215102965146,100.0
10.623536947500375,1.669643508265334,100.0
3.913516048312434,3.2825273562289268,100.0
8.384292882851492,2.057015900436607,100.0
10.200089378564963,2.7168803187650936,100.0
7.531011233719119,3.081974770238425,100.0
6.734992203715329,3.55447183166013,100.0
7.867055958615311,1.9716383704091822,100.0
6.010104946242402,4.357967674559092,100.0
9.152255496895789,3.6000117461906602,100.0
5.810616863023661,4.075283567348624,100.0
11.503099926536766,3.6019212719017952,100.0
5.785495830207559,2.5240564049086474,100.0
8.355243397813622,1.5145443702821726,100.0
2.6792655063115447,3.601294366975592,100.0
7.646691674724062,3.1728764127929567,100.0
7.60105897873429,2.6327045579082897,100.0
10.460660145125937,3.0614925963499116,100.0
6.949256728908275,1.645225813609671,100.0
4.082827638892023,2.7791502821543155,100.0
8.742715758493016,1.4751745618129475,100.0
9.396103824651522,2.0052730405875208,100.0
8.416932183986091,4.250917478586419,100.0
6.279784169399757,1.8490899958051683,100.0
11.65069665854893,4.637618643314188,100.0
9.277669050157126,2.8197330456058194,100.0
10.038272209690012,4.179050394363011,100.0
6.97629390552506,3.330444639135536,100.0
7.630565157798767,4.927774173752963,100.0
6.717143546869659,2.5811755933210976,100.0
3.836210098223941,1.9757889717190524,100.0
10.501002040272681,2.8367394778722916,100.0
7.904940142745093,2.2261531526519653,100.0
11.857109729344254,2.1457272661500113,100.0
6.576575842293296,2.2078290089855326,100.0
7.166676623576654,2.7389804426370303,100.0
3.7946607357748787,3.5298084620971046,100.0
0.8862322598009643,2.48962789801398,1.0
8.481038742859226,2.426794398077298,100.0
5.7491084587878944,2.9359529481056157,100.0
4.878103855486051,2.7134865948532116,100.0
3.90583686542338,3.0431745388163853,100.0
1.085801486699644,4.541811903969977,1.0
10.078680374250954,1.5099508998570383,100.0
8.703257920207523,2.9595740983121357,100.0
5.4379015705295215,3.245259804597512,100.0
8.516806813848191,4.8933285013758,100.0
8.961466931525393,1.3001437829041411,100.0
4.824224383519079,2.9768524953253936,100.0
4.88639400316545,2.052279550826809,100.0
9.353065007477808,3.4497790592518167,100.0
4.542851155176707,2.012254248369797,100.0
10.044646461655566,2.146988890476006,100.0
7.327166817229002,2.2281839472621225,100.0
10.374146787245186,4.0988942669846,100.0
3.1433343414795165,2.931230013689946,100.0
2.6822882396770487,6.0894036346087415,100.0
7.290355864481823,4.071887181376408,100.0
7.891684042691841,2.981772314869102,100.0
8.724995589855464,2.3187953963299046,100.0
5.8984738350402,4.233362442946238,100.0
7.595206893701279,1.3629796095547864,100.0
9.846492543279805,2.246545522067436,100.0
7.447804436028738,2.9374319632473975,100.0
5.815575156971313,2.2337775964481486,100.0
8.222099867155741,3.193100976131229,100.0
9.168943791313344,2.8656686573991776,100.0
10.483173070766568,3.0458811067139866,100.0
8.998454568049873,1.6824749256003302,100.0
11.591464765542508,3.7794351749387576,100.0
2.2019270103877226,2.7269912395422176,3.0
1.0695387914798875,3.50068503356014,1.0
9.296740777310182,3.4169829780228578,100.0
5.193778339938439,2.811123158763383,100.0
3.7854655624887523,1.5314003604363098,100.0
7.39376778771328,3.4581939809827675,100.0
2.259087964902704,2.899969370037033,2.0
9.096322235613554,3.1634301307877775,100.0
4.4512224585406885,2.3885055842455643,100.0
6.806093879075426,2.2241842595380406,100.0
6.963934730891109,3.193647454010318,100.0
6.163650698886566,4.1408359975449205,100.0
9.103536352962168,3.6424960154037875,100.0
6.812967912091863,1.991931413163029,100.0
10.180415211327553,2.9868170350191,100.0
9.693022304429961,2.896659276369446,100.0
7.470492258515123,3.6027782591077995,100.0
2.6368071456826443,1.2668217593566597,2.0
1.6481305324239504,2.0747340775813683,1.0
6.413442378513542,1.8466385426659309,100.0
6.490519076120707,1.1903294008380876,100.0
6.396124638011137,2.884063398690327,100.0
10.506425782737002,2.443471679841591,100.0
2.8774239700660056,2.046647397014212,3.0
3.1621634349935843,1.9140963680231018,2.0
6.7754617223810225,1.9799152480143336,100.0
4.791989216424315,0.9389374874985932,100.0
5.866145668216328,1.1762549503464057,100.0
9.437404066091505,0.48239052762533546,100.0
8.623235979953867,2.7656126471720173,100.0
3.2713564630298966,1.5191945136556344,100.0
3.6827078756501264,1.6459573701344534,3.0
1.7582631721969975,2.1953428355581175,1.0
6.7264310522093815,2.07565446995233,100.0
9.853491490196852,1.8420152986653848,100.0
5.710936381115075,3.9406661290697116,6.0
8.479024819108416,1.87130846873426,100.0
4.2498185260108245,1.2895591059769584,4.0
6.379032804433127,2.78246183544563,100.0
2.4223551679614284,0.8265598697528164,2.0
7.408576960297115,1.032916437499867,100.0
4.765126850678701,2.322472054008183,5.0
6.013139847494419,1.8975733975185034,100.0
6.161850700089436,1.5669123320151146,100.0
3.0429558174435534,0.8997182400089895,4.0
4.532570253646314,0.5645147547365155,4.0
2.6243710152914206,3.0590222526687665,3.0
3.3005468040113675,2.55716109042882,100.0
6.87009236822262,2.4610348617247193,100.0
7.75905865810257,1.4093292238852642,100.0
5.885060504363274,2.281692816210825,8.0
8.845634957057536,1.739858822113128,100.0
1.4400913087974516,2.6046164533071354,1.0
9.902175236952102,0.6548591676764054,100.0
4.599528890246976,0.5942080736450961,100.0
4.24267762272585,1.9953487646090018,7.0
3.1201303547353936,2.217899102694603,3.0
8.183298928119413,1.3956751870861013,100.0
3.0339471414866197,1.9660061990155224,100.0
2.9826245714975537,2.5105701269442386,3.0
4.758105859307833,1.7119128355866366,100.0
8.209155662858228,1.8699810586364662,100.0
7.986880666100959,1.8424699037152863,100.0
7.283469938579843,3.220611517181456,100.0
5.589492441534732,1.3079006785323295,100.0
6.670691476926058,1.849250666891059,100.0
7.3460831381281695,2.611902609091508,100.0
3.547703823291368,1.2714549990102921,5.0
3.9998648183287586,0.9698387380923054,3.0
5.0765529505577645,2.044574853326359,4.0
7.689834200925974,3.226726109229787,100.0
4.703187372606282,1.831415681590629,4.0
7.085025206239211,1.3690976225380893,100.0
6.8171036404308145,1.8176723621014512,100.0
4.321133772993303,1.2336985787789336,5.0
8.10401872460455,0.8227475858877129,100.0
5.86498861884858,0.9697198873649995,100.0
8.5740815918501,0.6354899943584738,100.0
4.122096936522282,2.4901716621162344,6.0
6.672117592871798,0.843083180768217,100.0
6.726521155784854,4.001651898817258,100.0
5.4765076829716355,2.5117696635308646,100.0
5.007424319099328,1.4688043812390035,100.0
4.809793000181362,1.1339749107798724,100.0
7.550380228346515,4.030648678565362,100.0
2.8186633631726243,1.5927369068488653,2.0
6.842920636559204,2.41337891593729,9.0
8.25811375245996,1.9947299975985668,100.0
4.210619304352227,1.6308047354520092,100.0
4.8432207555516005,3.9380478412477147,100.0
5.124496879918916,0.9866564103772968,4.0
10.711710524992837,0.9465532789927396,100.0
5.302232163975839,1.5796594438868594,5.0
8.31449760293444,1.497622034853154,100.0
6.840842391433909,1.1668292909786113,100.0
7.564650037712172,3.8407847899387884,100.0
7.537062740339378,2.4995261750910065,100.0
4.477999591359114,2.397458091123563,3.0
8.232085916388538,2.647761579453954,100.0
8.377475220502781,1.3742942987613938,100.0
5.709055198538927,1.0559022491004277,100.0
8.745899100728662,2.216725128001034,100.0
7.590067376301995,0.5921337365692386,100.0
7.273359350597993,0.8998075291310055,100.0
8.677657746987489,1.1920584961562934,100.0
2.8983915609088693,2.8237939368458314,2.0
2.1931891175582354,1.6577271623313776,6.0
5.805693516914515,1.065923443910358,100.0
5.631249362037273,0.6860970171229958,100.0
3.3292692174159106,1.135828074745158,4.0
5.43753406318408,2.046656526562731,100.0
3.8183029515324374,3.318095697064479,3.0
6.437834239607846,3.0494705334804086,100.0
6.458824797904808,2.3227129037232914,100.0
5.868531895056458,3.5971096936649998,100.0
8.72167692512299,3.497741556468454,100.0
2.427271162382471,3.0581957194341394,3.0
2.056847356677313,2.742580233157121,2.0
8.15321077073254,3.2451142214358617,100.0
2.490177667810295,1.0526023647089777,100.0
3.904595131743418,1.7299696129671127,100.0
7.861972699347429,1.242386157364723,100.0
8.361581100771492,3.8163603422386543,100.0
4.452979111381255,1.907564776811969,100.0
2.220501093355482,2.8816088974256715,2.0
1.0267635823864156,2.2460823367405185,1.0
7.965393558416873,2.784605886653636,100.0
8.426262069657009,1.7945383546437566,100.0
6.824088425159877,5.129657696142707,5.0
7.796942905767557,2.8904515082845075,100.0
3.1508283573001155,2.042255011523877,3.0
5.820794961864238,3.726895262124613,100.0
1.7219377547882984,1.06853774294635,1.0
6.457334570528715,1.793188805612797,100.0
5.457481085686141,3.373140571575021,4.0
5.10698467778315,3.155569521722017,100.0
6.0887430470647494,2.5265108894525294,100.0
4.160646803602215,2.0029059194377417,4.0
3.8537131763756514,1.8271899051528693,3.0
2.611682422334569,3.777358667088044,2.0
4.369447510543523,3.82135132124221,100.0
7.207317846071262,1.9850966807217134,100.0
6.434662052288098,2.38758053975728,100.0
6.535015410227856,2.665708564736225,7.0
7.701962810265234,1.7730388607514949,100.0
3.764997289143324,2.1830835893196463,3.0
9.161259072473097,1.6088764038370666,100.0
4.171724981221641,1.4610446797384022,100.0
4.57322625247161,3.0444999027305513,6.0
2.6817964229715345,3.1037352291495357,2.0
7.685933496597529,2.128317707239716,100.0
4.142556918028546,2.5663316883622382,100.0
2.9382806133833657,3.6718172372147304,3.0
4.1654540415504195,2.297211596548904,100.0
6.690297962142685,3.0065402839827917,100.0
7.888462357750521,2.9934832738759853,100.0
6.472988629091206,4.279119687696791,100.0
3.0668475234143924,1.7606435465852326,100.0
6.103007489262975,2.2075349287963064,100.0
5.869240579931533,2.63112011363388,100.0
4.971219814835524,2.5336912415285138,4.0
6.08113948972175,1.7480734487861747,5.0
2.556900239991883,2.920451007115483,4.0
8.023129434796651,2.9099607678629074,100.0
3.7111360876337423,3.015698629370344,3.0
4.492224166616954,1.9778266717436017,100.0
4.742117361986948,3.0082331773468054,100.0
3.96006651824058,1.2931232633136878,4.0
6.409181811290909,1.7196992178862942,100.0
5.265017393539503,1.9165414872835356,100.0
6.684607437348129,1.4944909484460058,100.0
4.690013407847765,2.9246901932150147,5.0
6.086673179020654,1.1616207343574363,100.0
5.8219571422902465,3.381477641964622,100.0
4.192631482982774,2.9900851481049937,100.0
6.0054657054363965,2.033385537689734,100.0
4.690873734216788,2.2817740904260706,100.0
5.570048612207902,5.096907071733672,100.0
4.903504461902911,2.517166278638627,4.0
7.4027491160253005,3.5548640002346907,8.0
6.005877636247972,3.0390255769005576,100.0
3.175662437520082,2.8058164906666136,100.0
5.929548249943743,5.06825032947447,100.0
6.932895869333419,1.4619138954968331,6.0
8.8857895341773,1.618608140661846,100.0
4.242859329368627,2.536095429998815,4.0
7.615471567976468,0.9238413181000538,100.0
4.782504909808137,1.4307279746087922,100.0
6.099707089035549,4.906039605283952,100.0
6.622717763761917,3.475788015715713,100.0
2.382067393804123,3.512066773808925,3.0
5.857276785477617,3.203956833843799,100.0
6.385488257923431,0.6960597767803175,100.0
4.232507345120955,1.7320145317090092,100.0
6.905220953794503,2.3688077788592943,100.0
5.406194622027835,1.4268439657478174,100.0
5.205992890799585,1.9579344859481256,100.0
7.52273961536582,1.8019426846422884,100.0
2.0787080200339907,2.5876801027351215,2.0
4.381922669005635,1.8570640503362588,5.0
6.699819265146213,2.1997143227611904,100.0
7.080933090960201,1.1085965071235329,100.0
4.139209506630097,1.5614942592912737,3.0
